1.395515918731689453e+00 2.990902328491210938e+01 6.979475021362304688e-01 -1.802510023117065430e+00 9.198960304260253906e+00
4.651719927787780762e-01 2.993794822692871094e+01 6.979475021362304688e-01 -1.802510023117065430e+00 9.198960304260253906e+00
9.910492836540801820e-14 2.937951278686523438e+01 -5.816229343414306641e+00 -1.802510023117065430e+00 9.198960304260253906e+00
-1.825759887695312500e+00 2.932272720336914062e+01 -5.816229343414306641e+00 -1.802510023117065430e+00 9.198960304260253906e+00
2.899999427795410156e+01 8.088897705078125000e+00 -3.055943965911865234e+00 -1.802510023117065430e+00 9.563694000244140625e+00
2.771415472030639648e+00 2.960166740417480469e+01 5.641742706298828125e+00 -1.802510023117065430e+00 9.563694000244140625e+00
9.238051176071166992e-01 2.971676445007324219e+01 5.641742706298828125e+00 -1.802510023117065430e+00 9.563694000244140625e+00
4.625806510448455811e-01 2.977117156982421875e+01 -5.406670093536376953e+00 -1.802510023117065430e+00 9.563694000244140625e+00
1.015588573525030847e-13 3.010697555541992188e+01 3.055943965911865234e+00 -1.802510023117065430e+00 9.563694000244140625e+00
-4.625806510448455811e-01 2.977117156982421875e+01 -5.406670093536376953e+00 -1.802510023117065430e+00 9.563694000244140625e+00
-1.880524158477783203e+00 3.020227050781250000e+01 -2.350725978612899780e-01 -1.802510023117065430e+00 9.563694000244140625e+00
1.657135009765625000e+00 7.974745631217956543e-01 3.489737510681152344e-01 0.000000000000000000e+00 2.189244270324707031e+01
-1.493858218193054199e+00 1.089798688888549805e+00 2.908114790916442871e-01 0.000000000000000000e+00 2.189244270324707031e+01
-1.511957406997680664e+00 1.041962981224060059e+00 3.635143339633941650e-01 0.000000000000000000e+00 2.189244270324707031e+01
-1.763404369354248047e+00 1.286437988281250000e+00 -6.785600632429122925e-02 0.000000000000000000e+00 2.172825241088867188e+01
-1.793784379959106445e+00 1.236183524131774902e+00 1.526760160923004150e-01 0.000000000000000000e+00 2.172825241088867188e+01
-2.015745401382446289e+00 1.470525503158569336e+00 5.816229432821273804e-02 0.000000000000000000e+00 2.088597106933593750e+01
1.912520885467529297e+00 1.955975294113159180e+00 -6.325149536132812500e-01 0.000000000000000000e+00 2.013975334167480469e+01
2.848184585571289062e+00 2.309008598327636719e+00 7.561098337173461914e-01 0.000000000000000000e+00 1.445589256286621094e+01
