1.919297814369201660e+00 3.082499694824218750e+01 -2.399194687604904175e-01 -1.802510023117065430e+00 1.627804565429687500e+01
1.439125895500183105e+00 3.084367942810058594e+01 7.197583913803100586e-01 -1.802510023117065430e+00 1.627804565429687500e+01
4.707037508487701416e-01 3.029396438598632812e+01 5.997986793518066406e+00 -1.802510023117065430e+00 1.627804565429687500e+01
1.022019586473764396e-13 3.029762268066406250e+01 -5.997986793518066406e+00 -1.802510023117065430e+00 1.627804565429687500e+01
1.901833295822143555e+00 3.054450798034667969e+01 6.058572292327880859e+00 -1.802510023117065430e+00 1.641200828552246094e+01
1.430661797523498535e+00 3.066227722167968750e+01 -5.573886394500732422e+00 -1.802510023117065430e+00 1.641200828552246094e+01
4.846272766590118408e-01 3.119006919860839844e+01 -4.846857786178588867e-01 -1.802510023117065430e+00 1.641200828552246094e+01
1.052346483066714244e-13 3.119665908813476562e+01 2.423428893089294434e-01 -1.802510023117065430e+00 1.641200828552246094e+01
-9.689034819602966309e-01 3.116747856140136719e+01 9.693715572357177734e-01 -1.802510023117065430e+00 1.641200828552246094e+01
1.901833295822143555e+00 3.054450798034667969e+01 6.058572292327880859e+00 -1.577196240425109863e+00 1.181790161132812500e+01
1.416682124137878418e+00 3.036266136169433594e+01 7.027944087982177734e+00 -1.577196240425109863e+00 1.181790161132812500e+01
4.775556027889251709e-01 3.073494338989257812e+01 -5.331543445587158203e+00 -1.577196240425109863e+00 1.181790161132812500e+01
1.052346483066714244e-13 3.119665908813476562e+01 2.423428893089294434e-01 -1.577196240425109863e+00 1.181790161132812500e+01
-9.691082835197448730e-01 3.117406654357910156e+01 7.270286679267883301e-01 -1.577196240425109863e+00 1.181790161132812500e+01
2.399622052907943726e-01 1.525802135467529297e+00 2.181086093187332153e-01 0.000000000000000000e+00 1.896962165832519531e+01
-1.493858218193054199e+00 1.089798688888549805e+00 2.908114790916442871e-01 0.000000000000000000e+00 2.177122306823730469e+01
-1.511957406997680664e+00 1.041962981224060059e+00 3.635143339633941650e-01 0.000000000000000000e+00 2.177122306823730469e+01
-1.763404369354248047e+00 1.286437988281250000e+00 -6.785600632429122925e-02 0.000000000000000000e+00 2.177987289428710938e+01
-1.792750716209411621e+00 1.235471129417419434e+00 1.696400195360183716e-01 0.000000000000000000e+00 2.177987289428710938e+01
-2.015745401382446289e+00 1.470525503158569336e+00 5.816229432821273804e-02 0.000000000000000000e+00 2.076468849182128906e+01
1.928562283515930176e+00 1.972381114959716797e+00 5.234606266021728516e-01 0.000000000000000000e+00 2.008620452880859375e+01
-1.804832100868225098e+00 2.901217222213745117e+00 -3.198926150798797607e-01 0.000000000000000000e+00 1.608338165283203125e+01
2.848184585571289062e+00 2.309008598327636719e+00 7.561098337173461914e-01 0.000000000000000000e+00 1.488587474822998047e+01
2.670294284820556641e+00 2.613576412200927734e+00 -2.326491773128509521e-01 0.000000000000000000e+00 1.488587474822998047e+01
2.597009181976318359e+00 2.656015872955322266e+00 -4.652983546257019043e-01 0.000000000000000000e+00 1.488587474822998047e+01
1.422222018241882324e+00 4.120691776275634766e+00 -2.714240252971649170e-01 0.000000000000000000e+00 1.458578586578369141e+01
4.746336638927459717e-01 4.338482856750488281e+00 -1.696400195360183716e-01 0.000000000000000000e+00 1.458578586578369141e+01
3.951551914215087891e-01 4.220678329467773438e+00 -1.051768183708190918e+00 0.000000000000000000e+00 1.458578586578369141e+01
4.929462969303131104e-01 4.505873203277587891e+00 1.163245916366577148e+00 0.000000000000000000e+00 1.350997734069824219e+01
3.931323623657226562e+01 1.324033069610595703e+01 -1.029230308532714844e+01 0.000000000000000000e+00 1.305219745635986328e+01
3.902013015747070312e+01 1.515526485443115234e+01 -8.632253646850585938e+00 0.000000000000000000e+00 1.305219745635986328e+01
1.523507976531982422e+01 3.982125091552734375e+01 2.988087892532348633e+00 0.000000000000000000e+00 1.305219745635986328e+01
1.389340972900390625e+01 4.025423812866210938e+01 3.652107477188110352e+00 0.000000000000000000e+00 1.305219745635986328e+01
1.316408443450927734e+01 4.026932525634765625e+01 -5.644165992736816406e+00 0.000000000000000000e+00 1.305219745635986328e+01
1.259770584106445312e+01 4.077578735351562500e+01 2.324068307876586914e+00 0.000000000000000000e+00 1.305219745635986328e+01
7.948737144470214844e+00 4.188862991333007812e+01 2.988087892532348633e+00 0.000000000000000000e+00 1.305219745635986328e+01
7.272411346435546875e+00 4.192859649658203125e+01 3.984117031097412109e+00 0.000000000000000000e+00 1.305219745635986328e+01
3.305641651153564453e+00 4.242602920532226562e+01 3.984117031097412109e+00 0.000000000000000000e+00 1.305219745635986328e+01
-3.783083724975585938e+01 1.984521293640136719e+01 1.328039050102233887e+00 0.000000000000000000e+00 1.305219745635986328e+01
4.279582214355468750e+01 4.587460994720458984e+00 1.003299593925476074e+00 0.000000000000000000e+00 1.635926437377929688e+01
